k,alpha,species,applied-region,Successes (# Pyroprints),Failures (# Pyroprints),NonDecisions (# Pyroprints),Total,Decision Accuracy(\%),Overall Accuracy(\%),
9,0.000,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
9,0.000,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
9,0.000,Human UTI,16-23,77,62,0,139,55.396,55.396,
9,0.000,Human UTI,23-5,102,39,0,141,72.340,72.340,
9,0.000,unknown,16-23,0,11,0,11,0.000,0.000,
9,0.000,unknown,23-5,2,9,0,11,18.182,18.182,
9,0.000,SLO Creek Water,16-23,0,876,0,876,0.000,0.000,
9,0.000,SLO Creek Water,23-5,0,1332,0,1332,0.000,0.000,
9,0.000,Pig/Swine,16-23,8,18,0,26,30.769,30.769,
9,0.000,Pig/Swine,23-5,8,17,0,25,32.000,32.000,
9,0.000,Klebsiella,16-23,0,0,0,0,NaN,NaN,
9,0.000,Klebsiella,23-5,0,0,0,0,NaN,NaN,
9,0.000,Hu Cw and Dg,16-23,16,14,0,30,53.333,53.333,
9,0.000,Hu Cw and Dg,23-5,16,14,0,30,53.333,53.333,
9,0.000,Ground Squirrel,16-23,90,84,0,174,51.724,51.724,
9,0.000,Ground Squirrel,23-5,86,91,0,177,48.588,48.588,
9,0.000,Opossum,16-23,0,6,0,6,0.000,0.000,
9,0.000,Opossum,23-5,0,6,0,6,0.000,0.000,
9,0.000,Cow,16-23,1556,233,0,1789,86.976,86.976,
9,0.000,Cow,23-5,1502,277,0,1779,84.429,84.429,
9,0.000,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
9,0.000,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
9,0.000,OVERALL,16-23,3780,2568,0,6348,59.546,59.546,
9,0.000,OVERALL,23-5,4356,3254,0,7610,57.240,57.240,
9,0.500,Chicken,16-23,0,40,0,40,0.000,0.000,
9,0.500,Chicken,23-5,8,34,0,42,19.048,19.048,
9,0.500,Sea Lion,16-23,0,2,0,2,0.000,0.000,
9,0.500,Sea Lion,23-5,1,3,0,4,25.000,25.000,
9,0.500,Hu and Cw,16-23,17,13,0,30,56.667,56.667,
9,0.500,Hu and Cw,23-5,7,23,0,30,23.333,23.333,
9,0.500,Sheep,16-23,51,53,0,104,49.038,49.038,
9,0.500,Sheep,23-5,58,40,0,98,59.184,59.184,
9,0.500,Hu and Dg,16-23,20,12,0,32,62.500,62.500,
9,0.500,Hu and Dg,23-5,20,10,0,30,66.667,66.667,
9,0.500,Common Loon,16-23,0,2,0,2,0.000,0.000,
9,0.500,Common Loon,23-5,0,2,0,2,0.000,0.000,
9,0.500,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
9,0.500,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
9,0.500,Cw,16-23,19,11,0,30,63.333,63.333,
9,0.500,Cw,23-5,22,8,0,30,73.333,73.333,
9,0.500,Cliff Sparrow,16-23,1,27,0,28,3.571,3.571,
9,0.500,Cliff Sparrow,23-5,0,29,0,29,0.000,0.000,
9,0.500,Pig,16-23,9,28,0,37,24.324,24.324,
9,0.500,Pig,23-5,6,28,0,34,17.647,17.647,
9,0.500,Barn Owl,16-23,0,0,0,0,NaN,NaN,
9,0.500,Barn Owl,23-5,0,2,0,2,0.000,0.000,
9,0.500,Wild Pig,16-23,1,16,0,17,5.882,5.882,
9,0.500,Wild Pig,23-5,0,10,0,10,0.000,0.000,
9,0.500,Pennington Creek Water,16-23,0,345,0,345,0.000,0.000,
9,0.500,Pennington Creek Water,23-5,0,465,0,465,0.000,0.000,
9,0.500,Guinni,16-23,0,0,0,0,NaN,NaN,
9,0.500,Guinni,23-5,0,2,0,2,0.000,0.000,
9,0.500,Racoon,16-23,0,2,0,2,0.000,0.000,
9,0.500,Racoon,23-5,0,3,0,3,0.000,0.000,
9,0.500,Hu,16-23,22,7,0,29,75.862,75.862,
9,0.500,Hu,23-5,20,11,0,31,64.516,64.516,
9,0.500,Cw and Dg,16-23,2,28,0,30,6.667,6.667,
9,0.500,Cw and Dg,23-5,18,12,0,30,60.000,60.000,
9,0.500,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
9,0.500,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
9,0.500,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
9,0.500,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
9,0.500,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
9,0.500,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
9,0.500,Dg,16-23,6,24,0,30,20.000,20.000,
9,0.500,Dg,23-5,27,3,0,30,90.000,90.000,
9,0.500,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
9,0.500,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
9,0.500,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
9,0.500,White Crowned Sparrow,23-5,1,14,0,15,6.667,6.667,
9,0.500,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
9,0.500,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
9,0.500,cougar,16-23,0,1,0,1,0.000,0.000,
9,0.500,cougar,23-5,0,1,0,1,0.000,0.000,
9,0.500,Ocean Water,16-23,0,0,0,0,NaN,NaN,
9,0.500,Ocean Water,23-5,0,10,0,10,0.000,0.000,
9,0.500,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
9,0.500,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
9,0.500,Dog,16-23,58,80,0,138,42.029,42.029,
9,0.500,Dog,23-5,95,94,0,189,50.265,50.265,
9,0.500,Human,16-23,1692,184,0,1876,90.192,90.192,
9,0.500,Human,23-5,2154,173,0,2327,92.566,92.566,
9,0.500,Wild Turkey,16-23,2,44,0,46,4.348,4.348,
9,0.500,Wild Turkey,23-5,0,39,0,39,0.000,0.000,
9,0.500,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
9,0.500,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
9,0.500,Seagull,16-23,0,0,0,0,NaN,NaN,
9,0.500,Seagull,23-5,5,62,0,67,7.463,7.463,
9,0.500,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
9,0.500,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
9,0.500,Pigeon,16-23,56,184,0,240,23.333,23.333,
9,0.500,Pigeon,23-5,91,200,0,291,31.271,31.271,
9,0.500,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
9,0.500,Pacific Ocean Water,23-5,0,50,0,50,0.000,0.000,
9,0.500,Cat,16-23,19,34,0,53,35.849,35.849,
9,0.500,Cat,23-5,21,42,0,63,33.333,33.333,
9,0.500,Horse,16-23,7,39,0,46,15.217,15.217,
9,0.500,Horse,23-5,31,56,0,87,35.632,35.632,
9,0.500,orangutan,16-23,0,1,0,1,0.000,0.000,
9,0.500,orangutan,23-5,0,1,0,1,0.000,0.000,
9,0.500,Bat,16-23,36,1,0,37,97.297,97.297,
9,0.500,Bat,23-5,37,1,0,38,97.368,97.368,
9,0.500,Deer,16-23,15,6,0,21,71.429,71.429,
9,0.500,Deer,23-5,18,4,0,22,81.818,81.818,
9,0.500,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
9,0.500,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
9,0.500,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
9,0.500,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
9,0.500,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
9,0.500,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
9,0.500,Human UTI,16-23,77,62,0,139,55.396,55.396,
9,0.500,Human UTI,23-5,102,39,0,141,72.340,72.340,
9,0.500,unknown,16-23,0,11,0,11,0.000,0.000,
9,0.500,unknown,23-5,2,9,0,11,18.182,18.182,
9,0.500,SLO Creek Water,16-23,0,876,0,876,0.000,0.000,
9,0.500,SLO Creek Water,23-5,0,1332,0,1332,0.000,0.000,
9,0.500,Pig/Swine,16-23,8,18,0,26,30.769,30.769,
9,0.500,Pig/Swine,23-5,8,17,0,25,32.000,32.000,
9,0.500,Klebsiella,16-23,0,0,0,0,NaN,NaN,
9,0.500,Klebsiella,23-5,0,0,0,0,NaN,NaN,
9,0.500,Hu Cw and Dg,16-23,16,14,0,30,53.333,53.333,
9,0.500,Hu Cw and Dg,23-5,16,14,0,30,53.333,53.333,
9,0.500,Ground Squirrel,16-23,90,84,0,174,51.724,51.724,
9,0.500,Ground Squirrel,23-5,86,91,0,177,48.588,48.588,
9,0.500,Opossum,16-23,0,6,0,6,0.000,0.000,
9,0.500,Opossum,23-5,0,6,0,6,0.000,0.000,
9,0.500,Cow,16-23,1556,233,0,1789,86.976,86.976,
9,0.500,Cow,23-5,1502,277,0,1779,84.429,84.429,
9,0.500,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
9,0.500,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
9,0.500,OVERALL,16-23,3780,2568,0,6348,59.546,59.546,
9,0.500,OVERALL,23-5,4356,3254,0,7610,57.240,57.240,
9,0.900,Chicken,16-23,0,40,0,40,0.000,0.000,
9,0.900,Chicken,23-5,8,34,0,42,19.048,19.048,
9,0.900,Sea Lion,16-23,0,2,0,2,0.000,0.000,
9,0.900,Sea Lion,23-5,1,3,0,4,25.000,25.000,
9,0.900,Hu and Cw,16-23,17,13,0,30,56.667,56.667,
9,0.900,Hu and Cw,23-5,7,23,0,30,23.333,23.333,
9,0.900,Sheep,16-23,51,53,0,104,49.038,49.038,
9,0.900,Sheep,23-5,58,40,0,98,59.184,59.184,
9,0.900,Hu and Dg,16-23,20,12,0,32,62.500,62.500,
9,0.900,Hu and Dg,23-5,20,10,0,30,66.667,66.667,
9,0.900,Common Loon,16-23,0,2,0,2,0.000,0.000,
9,0.900,Common Loon,23-5,0,2,0,2,0.000,0.000,
9,0.900,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
9,0.900,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
9,0.900,Cw,16-23,19,11,0,30,63.333,63.333,
9,0.900,Cw,23-5,22,8,0,30,73.333,73.333,
9,0.900,Cliff Sparrow,16-23,1,27,0,28,3.571,3.571,
9,0.900,Cliff Sparrow,23-5,0,29,0,29,0.000,0.000,
9,0.900,Pig,16-23,9,28,0,37,24.324,24.324,
9,0.900,Pig,23-5,6,28,0,34,17.647,17.647,
9,0.900,Barn Owl,16-23,0,0,0,0,NaN,NaN,
9,0.900,Barn Owl,23-5,0,2,0,2,0.000,0.000,
9,0.900,Wild Pig,16-23,1,16,0,17,5.882,5.882,
9,0.900,Wild Pig,23-5,0,10,0,10,0.000,0.000,
9,0.900,Pennington Creek Water,16-23,0,344,1,345,0.000,0.000,
9,0.900,Pennington Creek Water,23-5,0,461,4,465,0.000,0.000,
9,0.900,Guinni,16-23,0,0,0,0,NaN,NaN,
9,0.900,Guinni,23-5,0,2,0,2,0.000,0.000,
9,0.900,Racoon,16-23,0,2,0,2,0.000,0.000,
9,0.900,Racoon,23-5,0,3,0,3,0.000,0.000,
9,0.900,Hu,16-23,22,7,0,29,75.862,75.862,
9,0.900,Hu,23-5,20,11,0,31,64.516,64.516,
9,0.900,Cw and Dg,16-23,2,28,0,30,6.667,6.667,
9,0.900,Cw and Dg,23-5,18,12,0,30,60.000,60.000,
9,0.900,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
9,0.900,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
9,0.900,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
9,0.900,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
9,0.900,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
9,0.900,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
9,0.900,Dg,16-23,6,24,0,30,20.000,20.000,
9,0.900,Dg,23-5,27,3,0,30,90.000,90.000,
9,0.900,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
9,0.900,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
9,0.900,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
9,0.900,White Crowned Sparrow,23-5,1,14,0,15,6.667,6.667,
9,0.900,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
9,0.900,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
9,0.900,cougar,16-23,0,1,0,1,0.000,0.000,
9,0.900,cougar,23-5,0,1,0,1,0.000,0.000,
9,0.900,Ocean Water,16-23,0,0,0,0,NaN,NaN,
9,0.900,Ocean Water,23-5,0,10,0,10,0.000,0.000,
9,0.900,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
9,0.900,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
9,0.900,Dog,16-23,58,80,0,138,42.029,42.029,
9,0.900,Dog,23-5,95,94,0,189,50.265,50.265,
9,0.900,Human,16-23,1692,184,0,1876,90.192,90.192,
9,0.900,Human,23-5,2154,173,0,2327,92.566,92.566,
9,0.900,Wild Turkey,16-23,2,44,0,46,4.348,4.348,
9,0.900,Wild Turkey,23-5,0,39,0,39,0.000,0.000,
9,0.900,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
9,0.900,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
9,0.900,Seagull,16-23,0,0,0,0,NaN,NaN,
9,0.900,Seagull,23-5,5,62,0,67,7.463,7.463,
9,0.900,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
9,0.900,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
9,0.900,Pigeon,16-23,56,184,0,240,23.333,23.333,
9,0.900,Pigeon,23-5,91,200,0,291,31.271,31.271,
9,0.900,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
9,0.900,Pacific Ocean Water,23-5,0,50,0,50,0.000,0.000,
9,0.900,Cat,16-23,19,34,0,53,35.849,35.849,
9,0.900,Cat,23-5,21,42,0,63,33.333,33.333,
9,0.900,Horse,16-23,7,39,0,46,15.217,15.217,
9,0.900,Horse,23-5,31,56,0,87,35.632,35.632,
9,0.900,orangutan,16-23,0,1,0,1,0.000,0.000,
9,0.900,orangutan,23-5,0,1,0,1,0.000,0.000,
9,0.900,Bat,16-23,36,1,0,37,97.297,97.297,
9,0.900,Bat,23-5,37,1,0,38,97.368,97.368,
9,0.900,Deer,16-23,15,6,0,21,71.429,71.429,
9,0.900,Deer,23-5,18,4,0,22,81.818,81.818,
9,0.900,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
9,0.900,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
9,0.900,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
9,0.900,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
9,0.900,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
9,0.900,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
9,0.900,Human UTI,16-23,77,62,0,139,55.396,55.396,
9,0.900,Human UTI,23-5,105,36,0,141,74.468,74.468,
9,0.900,unknown,16-23,0,11,0,11,0.000,0.000,
9,0.900,unknown,23-5,2,9,0,11,18.182,18.182,
9,0.900,SLO Creek Water,16-23,0,873,3,876,0.000,0.000,
9,0.900,SLO Creek Water,23-5,0,1328,4,1332,0.000,0.000,
9,0.900,Pig/Swine,16-23,8,18,0,26,30.769,30.769,
9,0.900,Pig/Swine,23-5,8,17,0,25,32.000,32.000,
9,0.900,Klebsiella,16-23,0,0,0,0,NaN,NaN,
9,0.900,Klebsiella,23-5,0,0,0,0,NaN,NaN,
9,0.900,Hu Cw and Dg,16-23,16,14,0,30,53.333,53.333,
9,0.900,Hu Cw and Dg,23-5,16,14,0,30,53.333,53.333,
9,0.900,Ground Squirrel,16-23,90,84,0,174,51.724,51.724,
9,0.900,Ground Squirrel,23-5,86,91,0,177,48.588,48.588,
9,0.900,Opossum,16-23,0,6,0,6,0.000,0.000,
9,0.900,Opossum,23-5,0,6,0,6,0.000,0.000,
9,0.900,Cow,16-23,1556,233,0,1789,86.976,86.976,
9,0.900,Cow,23-5,1502,277,0,1779,84.429,84.429,
9,0.900,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
9,0.900,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
9,0.900,OVERALL,16-23,3780,2564,4,6348,59.584,59.546,
9,0.900,OVERALL,23-5,4359,3243,8,7610,57.340,57.280,
9,0.950,Chicken,16-23,0,40,0,40,0.000,0.000,
9,0.950,Chicken,23-5,8,34,0,42,19.048,19.048,
9,0.950,Sea Lion,16-23,0,2,0,2,0.000,0.000,
9,0.950,Sea Lion,23-5,1,3,0,4,25.000,25.000,
9,0.950,Hu and Cw,16-23,17,13,0,30,56.667,56.667,
9,0.950,Hu and Cw,23-5,7,23,0,30,23.333,23.333,
9,0.950,Sheep,16-23,51,53,0,104,49.038,49.038,
9,0.950,Sheep,23-5,58,39,1,98,59.794,59.184,
9,0.950,Hu and Dg,16-23,20,12,0,32,62.500,62.500,
9,0.950,Hu and Dg,23-5,20,10,0,30,66.667,66.667,
9,0.950,Common Loon,16-23,0,2,0,2,0.000,0.000,
9,0.950,Common Loon,23-5,0,2,0,2,0.000,0.000,
9,0.950,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
9,0.950,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
9,0.950,Cw,16-23,19,11,0,30,63.333,63.333,
9,0.950,Cw,23-5,22,8,0,30,73.333,73.333,
9,0.950,Cliff Sparrow,16-23,1,27,0,28,3.571,3.571,
9,0.950,Cliff Sparrow,23-5,0,29,0,29,0.000,0.000,
9,0.950,Pig,16-23,9,28,0,37,24.324,24.324,
9,0.950,Pig,23-5,6,28,0,34,17.647,17.647,
9,0.950,Barn Owl,16-23,0,0,0,0,NaN,NaN,
9,0.950,Barn Owl,23-5,0,2,0,2,0.000,0.000,
9,0.950,Wild Pig,16-23,1,16,0,17,5.882,5.882,
9,0.950,Wild Pig,23-5,0,10,0,10,0.000,0.000,
9,0.950,Pennington Creek Water,16-23,0,341,4,345,0.000,0.000,
9,0.950,Pennington Creek Water,23-5,0,454,11,465,0.000,0.000,
9,0.950,Guinni,16-23,0,0,0,0,NaN,NaN,
9,0.950,Guinni,23-5,0,2,0,2,0.000,0.000,
9,0.950,Racoon,16-23,0,2,0,2,0.000,0.000,
9,0.950,Racoon,23-5,0,3,0,3,0.000,0.000,
9,0.950,Hu,16-23,22,7,0,29,75.862,75.862,
9,0.950,Hu,23-5,20,11,0,31,64.516,64.516,
9,0.950,Cw and Dg,16-23,2,28,0,30,6.667,6.667,
9,0.950,Cw and Dg,23-5,18,12,0,30,60.000,60.000,
9,0.950,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
9,0.950,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
9,0.950,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
9,0.950,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
9,0.950,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
9,0.950,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
9,0.950,Dg,16-23,6,24,0,30,20.000,20.000,
9,0.950,Dg,23-5,27,3,0,30,90.000,90.000,
9,0.950,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
9,0.950,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
9,0.950,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
9,0.950,White Crowned Sparrow,23-5,1,14,0,15,6.667,6.667,
9,0.950,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
9,0.950,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
9,0.950,cougar,16-23,0,1,0,1,0.000,0.000,
9,0.950,cougar,23-5,0,1,0,1,0.000,0.000,
9,0.950,Ocean Water,16-23,0,0,0,0,NaN,NaN,
9,0.950,Ocean Water,23-5,0,10,0,10,0.000,0.000,
9,0.950,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
9,0.950,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
9,0.950,Dog,16-23,58,80,0,138,42.029,42.029,
9,0.950,Dog,23-5,95,94,0,189,50.265,50.265,
9,0.950,Human,16-23,1692,184,0,1876,90.192,90.192,
9,0.950,Human,23-5,2154,171,2,2327,92.645,92.566,
9,0.950,Wild Turkey,16-23,2,44,0,46,4.348,4.348,
9,0.950,Wild Turkey,23-5,0,39,0,39,0.000,0.000,
9,0.950,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
9,0.950,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
9,0.950,Seagull,16-23,0,0,0,0,NaN,NaN,
9,0.950,Seagull,23-5,5,62,0,67,7.463,7.463,
9,0.950,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
9,0.950,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
9,0.950,Pigeon,16-23,57,183,0,240,23.750,23.750,
9,0.950,Pigeon,23-5,91,199,1,291,31.379,31.271,
9,0.950,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
9,0.950,Pacific Ocean Water,23-5,0,49,1,50,0.000,0.000,
9,0.950,Cat,16-23,19,34,0,53,35.849,35.849,
9,0.950,Cat,23-5,21,42,0,63,33.333,33.333,
9,0.950,Horse,16-23,7,39,0,46,15.217,15.217,
9,0.950,Horse,23-5,31,56,0,87,35.632,35.632,
9,0.950,orangutan,16-23,0,1,0,1,0.000,0.000,
9,0.950,orangutan,23-5,0,1,0,1,0.000,0.000,
9,0.950,Bat,16-23,36,1,0,37,97.297,97.297,
9,0.950,Bat,23-5,37,1,0,38,97.368,97.368,
9,0.950,Deer,16-23,15,6,0,21,71.429,71.429,
9,0.950,Deer,23-5,18,4,0,22,81.818,81.818,
9,0.950,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
9,0.950,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
9,0.950,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
9,0.950,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
9,0.950,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
9,0.950,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
9,0.950,Human UTI,16-23,80,59,0,139,57.554,57.554,
9,0.950,Human UTI,23-5,104,36,1,141,74.286,73.759,
9,0.950,unknown,16-23,0,11,0,11,0.000,0.000,
9,0.950,unknown,23-5,2,9,0,11,18.182,18.182,
9,0.950,SLO Creek Water,16-23,0,860,16,876,0.000,0.000,
9,0.950,SLO Creek Water,23-5,0,1328,4,1332,0.000,0.000,
9,0.950,Pig/Swine,16-23,8,18,0,26,30.769,30.769,
9,0.950,Pig/Swine,23-5,8,17,0,25,32.000,32.000,
9,0.950,Klebsiella,16-23,0,0,0,0,NaN,NaN,
9,0.950,Klebsiella,23-5,0,0,0,0,NaN,NaN,
9,0.950,Hu Cw and Dg,16-23,16,14,0,30,53.333,53.333,
9,0.950,Hu Cw and Dg,23-5,16,14,0,30,53.333,53.333,
9,0.950,Ground Squirrel,16-23,90,83,1,174,52.023,51.724,
9,0.950,Ground Squirrel,23-5,86,91,0,177,48.588,48.588,
9,0.950,Opossum,16-23,0,6,0,6,0.000,0.000,
9,0.950,Opossum,23-5,0,6,0,6,0.000,0.000,
9,0.950,Cow,16-23,1556,233,0,1789,86.976,86.976,
9,0.950,Cow,23-5,1501,277,1,1779,84.421,84.373,
9,0.950,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
9,0.950,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
9,0.950,OVERALL,16-23,3784,2543,21,6348,59.807,59.609,
9,0.950,OVERALL,23-5,4357,3231,22,7610,57.420,57.254,
9,0.960,Chicken,16-23,0,40,0,40,0.000,0.000,
9,0.960,Chicken,23-5,8,34,0,42,19.048,19.048,
9,0.960,Sea Lion,16-23,0,2,0,2,0.000,0.000,
9,0.960,Sea Lion,23-5,1,3,0,4,25.000,25.000,
9,0.960,Hu and Cw,16-23,17,13,0,30,56.667,56.667,
9,0.960,Hu and Cw,23-5,7,23,0,30,23.333,23.333,
9,0.960,Sheep,16-23,51,53,0,104,49.038,49.038,
9,0.960,Sheep,23-5,58,39,1,98,59.794,59.184,
9,0.960,Hu and Dg,16-23,20,12,0,32,62.500,62.500,
9,0.960,Hu and Dg,23-5,20,10,0,30,66.667,66.667,
9,0.960,Common Loon,16-23,0,2,0,2,0.000,0.000,
9,0.960,Common Loon,23-5,0,2,0,2,0.000,0.000,
9,0.960,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
9,0.960,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
9,0.960,Cw,16-23,19,11,0,30,63.333,63.333,
9,0.960,Cw,23-5,22,8,0,30,73.333,73.333,
9,0.960,Cliff Sparrow,16-23,1,27,0,28,3.571,3.571,
9,0.960,Cliff Sparrow,23-5,0,29,0,29,0.000,0.000,
9,0.960,Pig,16-23,9,28,0,37,24.324,24.324,
9,0.960,Pig,23-5,6,28,0,34,17.647,17.647,
9,0.960,Barn Owl,16-23,0,0,0,0,NaN,NaN,
9,0.960,Barn Owl,23-5,0,2,0,2,0.000,0.000,
9,0.960,Wild Pig,16-23,1,16,0,17,5.882,5.882,
9,0.960,Wild Pig,23-5,0,10,0,10,0.000,0.000,
9,0.960,Pennington Creek Water,16-23,0,341,4,345,0.000,0.000,
9,0.960,Pennington Creek Water,23-5,0,445,20,465,0.000,0.000,
9,0.960,Guinni,16-23,0,0,0,0,NaN,NaN,
9,0.960,Guinni,23-5,0,2,0,2,0.000,0.000,
9,0.960,Racoon,16-23,0,2,0,2,0.000,0.000,
9,0.960,Racoon,23-5,0,3,0,3,0.000,0.000,
9,0.960,Hu,16-23,22,7,0,29,75.862,75.862,
9,0.960,Hu,23-5,20,11,0,31,64.516,64.516,
9,0.960,Cw and Dg,16-23,2,28,0,30,6.667,6.667,
9,0.960,Cw and Dg,23-5,18,12,0,30,60.000,60.000,
9,0.960,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
9,0.960,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
9,0.960,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
9,0.960,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
9,0.960,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
9,0.960,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
9,0.960,Dg,16-23,6,24,0,30,20.000,20.000,
9,0.960,Dg,23-5,27,3,0,30,90.000,90.000,
9,0.960,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
9,0.960,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
9,0.960,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
9,0.960,White Crowned Sparrow,23-5,1,14,0,15,6.667,6.667,
9,0.960,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
9,0.960,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
9,0.960,cougar,16-23,0,1,0,1,0.000,0.000,
9,0.960,cougar,23-5,0,1,0,1,0.000,0.000,
9,0.960,Ocean Water,16-23,0,0,0,0,NaN,NaN,
9,0.960,Ocean Water,23-5,0,10,0,10,0.000,0.000,
9,0.960,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
9,0.960,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
9,0.960,Dog,16-23,58,80,0,138,42.029,42.029,
9,0.960,Dog,23-5,95,94,0,189,50.265,50.265,
9,0.960,Human,16-23,1693,182,1,1876,90.293,90.245,
9,0.960,Human,23-5,2159,165,3,2327,92.900,92.780,
9,0.960,Wild Turkey,16-23,2,44,0,46,4.348,4.348,
